Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess
Logistic Regression,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.5113636363636364,0.6136363636363636,0.5909090909090909,0.5,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5795454545454546,0.5909090909090909
LDA,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.42045454545454547,0.6022727272727273,0.5909090909090909,0.5568181818181818,0.6136363636363636,0.5681818181818182,0.5909090909090909,0.4431818181818182,0.3068181818181818,0.5909090909090909
SVM,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6363636363636364,0.5909090909090909,0.625,0.6590909090909091,0.5909090909090909,0.6136363636363636,0.5909090909090909,0.5909090909090909,0.5795454545454546,0.5909090909090909
KNN-1,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6022727272727273,0.5454545454545454,0.5681818181818182,0.5454545454545454,0.5113636363636364,0.5681818181818182,0.4090909090909091,0.45454545454545453,0.42045454545454547,0.5909090909090909
KNN-2,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6022727272727273,0.5454545454545454,0.5909090909090909,0.6022727272727273,0.6477272727272727,0.6136363636363636,0.5909090909090909,0.6022727272727273,0.5,0.5909090909090909
KNN-3,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.45454545454545453,0.48863636363636365,0.5454545454545454,0.4772727272727273,0.5568181818181818,0.5568181818181818,0.5909090909090909,0.5,0.38636363636363635,0.5909090909090909
KNN-4,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.5909090909090909,0.5568181818181818,0.6363636363636364,0.6136363636363636,0.625,0.5795454545454546,0.5909090909090909,0.5795454545454546,0.5454545454545454,0.5909090909090909
KNN-5,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.5909090909090909,0.4772727272727273,0.625,0.5909090909090909,0.6590909090909091,0.48863636363636365,0.5909090909090909,0.5340909090909091,0.4772727272727273,0.5909090909090909
KNN-6,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6022727272727273,0.5,0.6363636363636364,0.5909090909090909,0.6363636363636364,0.6136363636363636,0.5909090909090909,0.5454545454545454,0.5,0.5909090909090909
KNN-7,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6136363636363636,0.5,0.6363636363636364,0.625,0.6477272727272727,0.5568181818181818,0.5909090909090909,0.42045454545454547,0.42045454545454547,0.5909090909090909
KNN-8,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6363636363636364,0.4772727272727273,0.6022727272727273,0.625,0.6136363636363636,0.5340909090909091,0.5909090909090909,0.3977272727272727,0.5,0.5909090909090909
KNN-9,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6363636363636364,0.48863636363636365,0.5909090909090909,0.6477272727272727,0.6363636363636364,0.5,0.5909090909090909,0.375,0.45454545454545453,0.5909090909090909
KNN-10,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6136363636363636,0.5,0.625,0.6136363636363636,0.6363636363636364,0.48863636363636365,0.5909090909090909,0.5,0.5227272727272727,0.5909090909090909
KNN-20,PSYCH_TASK_ATTENTION_SES-1,high_v_low,0.6022727272727273,0.5909090909090909,0.5795454545454546,0.6022727272727273,0.5795454545454546,0.6477272727272727,0.5909090909090909,0.5681818181818182,0.5681818181818182,0.5909090909090909
