Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.7708333333333334,0.7754629629629629,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8726851851851852,0.8356481481481481,0.8888888888888888,-0.03472222222222232,-0.01388888888888884,-0.02314814814814803,0.0,0.0,0.0
SVM,LEARNING,rest_v_task,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.0002572016460904436,1.1102230246251565e-16,0.0,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8078703703703703,0.8217592592592593,0.7824074074074074,0.7962962962962963,0.5856481481481481,0.7800925925925926,0.8587962962962963,0.8240740740740741,0.7847222222222222,0.8888888888888888,-0.1064814814814814,-0.12222222222222212,-0.06635802469135799,-0.03009259259259256,-0.03009259259259256,-0.03009259259259256
KNN-2,LEARNING,rest_v_task,0.7384259259259259,0.7291666666666666,0.7152777777777778,0.7060185185185185,0.5486111111111112,0.7314814814814815,0.6736111111111112,0.7569444444444444,0.6712962962962963,0.8888888888888888,-0.19212962962962976,-0.21250000000000002,-0.18827160493827144,-0.13194444444444442,-0.13194444444444442,-0.13194444444444442
KNN-3,LEARNING,rest_v_task,0.8703703703703703,0.8703703703703703,0.8587962962962963,0.8634259259259259,0.8171296296296297,0.8032407407407407,0.8865740740740741,0.875,0.8680555555555556,0.8888888888888888,-0.03189300411522644,-0.03888888888888886,-0.012345679012345623,-0.0023148148148147696,-0.0023148148148147696,-0.0023148148148147696
KNN-4,LEARNING,rest_v_task,0.8564814814814815,0.8379629629629629,0.8425925925925926,0.8495370370370371,0.8101851851851852,0.7777777777777778,0.8819444444444444,0.8472222222222222,0.8263888888888888,0.8888888888888888,-0.05221193415637848,-0.06018518518518501,-0.03703703703703709,-0.00694444444444442,-0.00694444444444442,-0.00694444444444442
KNN-5,LEARNING,rest_v_task,0.8912037037037037,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8680555555555556,0.8796296296296297,0.8888888888888888,0.8842592592592593,0.8819444444444444,0.8888888888888888,-0.0064300411522633105,-0.008333333333333304,-0.0038580246913579863,0.0023148148148148806,0.0,0.0
KNN-6,LEARNING,rest_v_task,0.8888888888888888,0.8680555555555556,0.8842592592592593,0.8796296296296297,0.8657407407407407,0.875,0.8888888888888888,0.8819444444444444,0.8703703703703703,0.8888888888888888,-0.010802469135802517,-0.012499999999999956,-0.008487654320987637,0.0,0.0,0.0
KNN-7,LEARNING,rest_v_task,0.8912037037037037,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8865740740740741,0.8888888888888888,-0.0038580246913579863,-0.0064814814814814214,-0.0007716049382716639,0.0023148148148148806,0.0,0.0
KNN-8,LEARNING,rest_v_task,0.8912037037037037,0.8842592592592593,0.8888888888888888,0.8865740740740741,0.8634259259259259,0.8773148148148148,0.8888888888888888,0.8865740740740741,0.8819444444444444,0.8888888888888888,-0.005658436213991758,-0.0092592592592593,-0.0030864197530863224,0.0023148148148148806,0.0,0.0
KNN-9,LEARNING,rest_v_task,0.8865740740740741,0.8865740740740741,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.002057613168724326,-0.0023148148148147696,0.0,0.0,0.0,0.0
KNN-10,LEARNING,rest_v_task,0.8865740740740741,0.8865740740740741,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8888888888888888,-0.0023148148148148806,-0.002777777777777768,-0.0007716049382716639,0.0,0.0,0.0
KNN-20,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
LDA,OSTEO,allpain_v_nopain,0.5,,0.75,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5263157894736842,0.4868421052631579,0.7368421052631579,-0.08881578947368429,-0.0921052631578948,-0.15350877192982448,0.013157894736842146,0.0,0.0
SVM,OSTEO,allpain_v_nopain,0.7368421052631579,,0.75,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.0,-0.0026315789473684292,0.0,0.013157894736842146,0.0,0.0
KNN-1,OSTEO,allpain_v_nopain,0.6052631578947368,,0.6973684210526315,0.631578947368421,0.6447368421052632,0.6052631578947368,0.2631578947368421,0.7105263157894737,0.6842105263157895,0.7368421052631579,-0.13157894736842102,-0.15526315789473677,-0.18421052631578938,-0.02631578947368418,-0.02631578947368418,-0.02631578947368418
KNN-2,OSTEO,allpain_v_nopain,0.6447368421052632,,0.7368421052631579,0.6710526315789473,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.75,0.8157894736842105,0.7368421052631579,-0.009868421052631526,0.015789473684210575,0.030701754385965008,0.07894736842105265,0.07894736842105265,0.07894736842105265
KNN-3,OSTEO,allpain_v_nopain,0.5921052631578947,,0.7368421052631579,0.6578947368421053,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.7236842105263158,0.7631578947368421,0.7368421052631579,-0.02796052631578938,0.0,0.004385964912280826,0.026315789473684292,0.026315789473684292,0.026315789473684292
KNN-4,OSTEO,allpain_v_nopain,0.6710526315789473,,0.7236842105263158,0.6710526315789473,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7631578947368421,0.7368421052631579,-0.014802631578947234,0.0052631578947368585,0.00877192982456143,0.026315789473684292,0.026315789473684292,0.026315789473684292
KNN-5,OSTEO,allpain_v_nopain,0.5921052631578947,,0.6842105263157895,0.6447368421052632,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.6578947368421053,0.7368421052631579,0.7368421052631579,-0.047697368421052544,-0.018421052631578894,-0.02631578947368407,0.0,0.0,0.0
KNN-6,OSTEO,allpain_v_nopain,0.6973684210526315,,0.7236842105263158,0.6973684210526315,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6842105263157895,0.7368421052631579,0.7368421052631579,-0.018092105263157965,-0.010526315789473717,-0.01754385964912275,0.0,0.0,0.0
KNN-7,OSTEO,allpain_v_nopain,0.631578947368421,,0.7763157894736842,0.6973684210526315,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6842105263157895,0.7368421052631579,0.7368421052631579,-0.019736842105263164,-0.010526315789473717,-0.01754385964912275,0.03947368421052633,0.0,0.0
KNN-8,OSTEO,allpain_v_nopain,0.6973684210526315,,0.75,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7631578947368421,0.7368421052631579,-0.0016447368421051989,0.0052631578947368585,0.00877192982456143,0.026315789473684292,0.026315789473684292,0.026315789473684292
KNN-9,OSTEO,allpain_v_nopain,0.6710526315789473,,0.7368421052631579,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6842105263157895,0.6842105263157895,0.7368421052631579,-0.024671052631578982,-0.021052631578947434,-0.03508771929824561,0.0,0.0,0.0
