Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8078703703703703,0.8125,0.8888888888888888,0.8819444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.018261316872428046,1.1102230246251565e-16,0.0,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.7708333333333334,0.7754629629629629,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8726851851851852,0.8356481481481481,0.8888888888888888,-0.03472222222222232,-0.01388888888888884,-0.02314814814814803,0.0,0.0,0.0
SVM,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8101851851851852,0.8217592592592593,0.7824074074074074,0.8148148148148148,0.5879629629629629,0.7800925925925926,0.8587962962962963,0.8263888888888888,0.7685185185185185,0.8888888888888888,-0.10545267489711929,-0.124537037037037,-0.07098765432098764,-0.03009259259259256,-0.03009259259259256,-0.03009259259259256
KNN-2,LEARNING,rest_v_task,0.7245370370370371,0.7361111111111112,0.7152777777777778,0.7199074074074074,0.5486111111111112,0.7314814814814815,0.6736111111111112,0.75,0.7106481481481481,0.8888888888888888,-0.18775720164609044,-0.20601851851851838,-0.17746913580246904,-0.13888888888888884,-0.13888888888888884,-0.13888888888888884
KNN-3,LEARNING,rest_v_task,0.8680555555555556,0.875,0.8587962962962963,0.8657407407407407,0.8171296296296297,0.8032407407407407,0.8865740740740741,0.8703703703703703,0.8379629629629629,0.8888888888888888,-0.03523662551440321,-0.04583333333333328,-0.023919753086419693,-0.0023148148148147696,-0.0023148148148147696,-0.0023148148148147696
KNN-4,LEARNING,rest_v_task,0.8541666666666666,0.8495370370370371,0.8425925925925926,0.8495370370370371,0.8101851851851852,0.7777777777777778,0.8819444444444444,0.8449074074074074,0.7962962962962963,0.8888888888888888,-0.054783950617283916,-0.06666666666666665,-0.0478395061728395,-0.00694444444444442,-0.00694444444444442,-0.00694444444444442
KNN-5,LEARNING,rest_v_task,0.8888888888888888,0.8842592592592593,0.8888888888888888,0.8865740740740741,0.8680555555555556,0.8796296296296297,0.8888888888888888,0.8865740740740741,0.8680555555555556,0.8888888888888888,-0.006687242798353976,-0.010648148148148184,-0.007716049382716084,0.0,0.0,0.0
KNN-6,LEARNING,rest_v_task,0.8865740740740741,0.875,0.8842592592592593,0.8865740740740741,0.8657407407407407,0.875,0.8888888888888888,0.8842592592592593,0.8587962962962963,0.8888888888888888,-0.010545267489711962,-0.014351851851851838,-0.011574074074073959,0.0,0.0,0.0
KNN-7,LEARNING,rest_v_task,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8819444444444444,0.8888888888888888,-0.0043724279835390956,-0.007407407407407307,-0.0023148148148147696,0.0,0.0,0.0
KNN-8,LEARNING,rest_v_task,0.8865740740740741,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8634259259259259,0.8773148148148148,0.8888888888888888,0.8796296296296297,0.8773148148148148,0.8888888888888888,-0.007201646090534974,-0.011574074074073959,-0.006944444444444309,0.0,0.0,0.0
KNN-9,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8865740740740741,0.8888888888888888,-0.0015432098765432167,-0.002777777777777768,-0.0007716049382716639,0.0,0.0,0.0
KNN-10,LEARNING,rest_v_task,0.8865740740740741,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8865740740740741,0.8819444444444444,0.8888888888888888,-0.002829218106995879,-0.004166666666666652,-0.0030864197530863224,0.0,0.0,0.0
KNN-20,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_nopain,0.5789473684210527,,0.7368421052631579,0.6973684210526315,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6052631578947368,0.7368421052631579,-0.041118421052631526,-0.02631578947368418,-0.04385964912280693,0.0,0.0,0.0
LDA,OSTEO,allpain_v_nopain,0.4868421052631579,,0.75,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5263157894736842,0.6052631578947368,0.7368421052631579,-0.07565789473684204,-0.06842105263157905,-0.11403508771929827,0.013157894736842146,0.0,0.0
SVM,OSTEO,allpain_v_nopain,0.7368421052631579,,0.75,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.0,-0.0026315789473684292,0.0,0.013157894736842146,0.0,0.0
KNN-1,OSTEO,allpain_v_nopain,0.6973684210526315,,0.6973684210526315,0.6973684210526315,0.6447368421052632,0.6052631578947368,0.2631578947368421,0.5789473684210527,0.7368421052631579,0.7368421052631579,-0.12171052631578949,-0.17105263157894735,-0.21052631578947367,0.0,0.0,0.0
KNN-2,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.6710526315789473,0.8026315789473685,0.7368421052631579,-0.00164473684210531,-0.0026315789473684292,1.1102230246251565e-16,0.06578947368421062,0.06578947368421062,0.06578947368421062
KNN-3,OSTEO,allpain_v_nopain,0.6578947368421053,,0.7368421052631579,0.6578947368421053,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.6447368421052632,0.75,0.7368421052631579,-0.03124999999999989,-0.018421052631578894,-0.02631578947368407,0.013157894736842146,0.013157894736842146,0.013157894736842146
KNN-4,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6578947368421053,0.8026315789473685,0.7368421052631579,-0.003289473684210509,-0.0026315789473684292,-0.004385964912280604,0.06578947368421062,0.06578947368421062,0.06578947368421062
KNN-5,OSTEO,allpain_v_nopain,0.7105263157894737,,0.6842105263157895,0.7105263157894737,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.618421052631579,0.7368421052631579,0.7368421052631579,-0.02960526315789469,-0.02631578947368418,-0.03947368421052633,0.0,0.0,0.0
KNN-6,OSTEO,allpain_v_nopain,0.7105263157894737,,0.7236842105263158,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.75,0.7368421052631579,-0.008223684210526327,-0.0026315789473684292,-0.004385964912280715,0.013157894736842146,0.013157894736842146,0.013157894736842146
KNN-7,OSTEO,allpain_v_nopain,0.6842105263157895,,0.7763157894736842,0.6842105263157895,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6710526315789473,0.7236842105263158,0.7368421052631579,-0.018092105263157743,-0.015789473684210464,-0.02631578947368407,0.03947368421052633,0.0,0.0
KNN-8,OSTEO,allpain_v_nopain,0.6842105263157895,,0.75,0.6842105263157895,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.7763157894736842,0.7368421052631579,-0.009868421052631637,0.002631578947368318,0.004385964912280604,0.03947368421052633,0.03947368421052633,0.03947368421052633
KNN-9,OSTEO,allpain_v_nopain,0.6842105263157895,,0.7368421052631579,0.6842105263157895,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6973684210526315,0.6710526315789473,0.7368421052631579,-0.02631578947368418,-0.021052631578947434,-0.03508771929824561,0.0,0.0,0.0
KNN-10,OSTEO,allpain_v_nopain,0.7236842105263158,,0.7631578947368421,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6973684210526315,0.6710526315789473,0.7368421052631579,-0.013157894736842146,-0.021052631578947434,-0.03508771929824561,0.026315789473684292,0.0,0.0
