Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8425925925925926,0.8101851851851852,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8865740740740741,0.8888888888888888,-0.014403292181069949,-0.0004629629629628873,-0.0007716049382716639,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.8009259259259259,0.8009259259259259,0.8888888888888888,0.8842592592592593,0.8888888888888888,0.8888888888888888,1.0,0.8703703703703703,0.8287037037037037,0.8888888888888888,-0.016460905349794275,0.0064814814814814214,0.010802469135802517,0.11111111111111116,0.11111111111111116,0.11111111111111116
SVM,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.8888888888888888,0.8888888888888888,-0.0005144032921809982,-0.0009259259259258856,-0.0015432098765431057,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8148148148148148,0.8263888888888888,0.8101851851851852,0.8032407407407407,0.8240740740740741,0.7893518518518519,0.8888888888888888,0.8032407407407407,0.8217592592592593,0.8888888888888888,-0.06867283950617276,-0.06342592592592589,-0.05092592592592593,0.0,0.0,0.0
KNN-2,LEARNING,rest_v_task,0.7222222222222222,0.7592592592592593,0.7546296296296297,0.7175925925925926,0.7986111111111112,0.6504629629629629,0.8888888888888888,0.7476851851851852,0.7476851851851852,0.8888888888888888,-0.1347736625514404,-0.12222222222222223,-0.09413580246913578,0.0,0.0,0.0
KNN-3,LEARNING,rest_v_task,0.8726851851851852,0.8518518518518519,0.8703703703703703,0.875,0.8796296296296297,0.8796296296296297,0.8888888888888888,0.8703703703703703,0.8541666666666666,0.8888888888888888,-0.017489711934156382,-0.014351851851851838,-0.017746913580246937,0.0,0.0,0.0
KNN-4,LEARNING,rest_v_task,0.8425925925925926,0.8564814814814815,0.8402777777777778,0.8425925925925926,0.7962962962962963,0.8865740740740741,0.8888888888888888,0.8495370370370371,0.8518518518518519,0.8888888888888888,-0.03832304526748964,-0.03425925925925921,-0.02546296296296291,0.0,0.0,0.0
KNN-5,LEARNING,rest_v_task,0.8888888888888888,0.8796296296296297,0.8865740740740741,0.8888888888888888,0.8773148148148148,0.8935185185185185,0.8888888888888888,0.8912037037037037,0.8819444444444444,0.8888888888888888,-0.002572016460905324,-0.0023148148148147696,-0.0015432098765431057,0.00462962962962965,0.00462962962962965,0.0023148148148148806
KNN-6,LEARNING,rest_v_task,0.8865740740740741,0.8865740740740741,0.8796296296296297,0.8842592592592593,0.8009259259259259,0.8796296296296297,0.1111111111111111,0.8819444444444444,0.8842592592592593,0.8888888888888888,-0.10056584362139898,-0.17731481481481481,-0.2631172839506172,-0.0023148148148147696,-0.004629629629629539,-0.004629629629629539
KNN-7,LEARNING,rest_v_task,0.8888888888888888,0.8819444444444444,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.875,0.1111111111111111,0.8842592592592593,0.8865740740740741,0.8888888888888888,-0.09002057613168724,-0.1597222222222221,-0.26157407407407396,0.0,0.0,-0.0023148148148147696
KNN-8,LEARNING,rest_v_task,0.8865740740740741,0.8865740740740741,0.8819444444444444,0.8842592592592593,0.8657407407407407,0.8726851851851852,0.1111111111111111,0.8819444444444444,0.8888888888888888,0.8888888888888888,-0.093364197530864,-0.16481481481481475,-0.26157407407407407,0.0,0.0,0.0
KNN-9,LEARNING,rest_v_task,0.8888888888888888,0.8842592592592593,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.1111111111111111,0.8819444444444444,0.8865740740740741,0.8888888888888888,-0.08873456790123446,-0.15833333333333333,-0.2623456790123456,0.0,0.0,-0.0023148148148147696
KNN-10,LEARNING,rest_v_task,0.8888888888888888,0.8842592592592593,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.1111111111111111,0.8912037037037037,0.8865740740740741,0.8888888888888888,-0.0879629629629628,-0.15648148148148144,-0.2592592592592592,0.0023148148148148806,0.0023148148148148806,0.0023148148148148806
KNN-20,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.0864197530864198,-0.15555555555555556,-0.2592592592592592,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_nopain,0.5526315789473685,,0.7368421052631579,0.6052631578947368,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7368421052631579,-0.041118421052631526,-0.0026315789473684292,-0.004385964912280715,0.0,0.0,0.0
LDA,OSTEO,allpain_v_nopain,0.4868421052631579,,0.7368421052631579,0.618421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.4736842105263158,0.4078947368421053,0.7368421052631579,-0.12006578947368418,-0.11842105263157887,-0.19736842105263153,0.0,0.0,0.0
SVM,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,-0.003289473684210509,-0.0052631578947367474,0.0,0.0,0.0,0.0
KNN-1,OSTEO,allpain_v_nopain,0.5789473684210527,,0.6052631578947368,0.5789473684210527,0.42105263157894735,0.6052631578947368,0.6578947368421053,0.6842105263157895,0.6052631578947368,0.7368421052631579,-0.14473684210526305,-0.14210526315789473,-0.08771929824561409,-0.05263157894736836,-0.05263157894736836,-0.05263157894736836
KNN-2,OSTEO,allpain_v_nopain,0.6447368421052632,,0.6842105263157895,0.6447368421052632,0.7236842105263158,0.7236842105263158,0.6973684210526315,0.6842105263157895,0.6842105263157895,0.7368421052631579,-0.050986842105263164,-0.03421052631578947,-0.04824561403508765,-0.013157894736842035,-0.013157894736842035,-0.03947368421052633
KNN-3,OSTEO,allpain_v_nopain,0.6052631578947368,,0.5657894736842105,0.6052631578947368,0.75,0.7236842105263158,0.75,0.6447368421052632,0.631578947368421,0.7368421052631579,-0.07730263157894723,-0.0368421052631579,-0.06140350877192979,0.013157894736842146,0.013157894736842146,0.013157894736842146
KNN-4,OSTEO,allpain_v_nopain,0.6973684210526315,,0.6842105263157895,0.6973684210526315,0.7236842105263158,0.7368421052631579,0.75,0.7105263157894737,0.6447368421052632,0.7368421052631579,-0.03125,-0.023684210526315863,-0.03508771929824561,0.013157894736842146,0.013157894736842146,0.013157894736842146
KNN-5,OSTEO,allpain_v_nopain,0.6710526315789473,,0.6710526315789473,0.6710526315789473,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.6578947368421053,0.6842105263157895,0.7368421052631579,-0.042763157894736836,-0.02894736842105261,-0.04385964912280693,0.0,0.0,0.0
KNN-6,OSTEO,allpain_v_nopain,0.7105263157894737,,0.6842105263157895,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.7105263157894737,0.6710526315789473,0.7368421052631579,-0.02796052631578949,-0.023684210526315863,-0.03947368421052633,0.0,0.0,-0.02631578947368418
KNN-7,OSTEO,allpain_v_nopain,0.6973684210526315,,0.6973684210526315,0.6973684210526315,0.7368421052631579,0.7368421052631579,0.7631578947368421,0.6710526315789473,0.631578947368421,0.7368421052631579,-0.0328947368421052,-0.0289473684210525,-0.04824561403508765,0.026315789473684292,0.026315789473684292,0.026315789473684292
KNN-8,OSTEO,allpain_v_nopain,0.7105263157894737,,0.6973684210526315,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.7236842105263158,0.7105263157894737,0.7368421052631579,-0.019736842105263164,-0.013157894736842146,-0.021929824561403577,0.0,0.0,-0.013157894736842035
KNN-9,OSTEO,allpain_v_nopain,0.7236842105263158,,0.7105263157894737,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.6842105263157895,0.7105263157894737,0.7368421052631579,-0.018092105263157854,-0.018421052631578894,-0.030701754385964897,0.0,0.0,-0.013157894736842035
KNN-10,OSTEO,allpain_v_nopain,0.7236842105263158,,0.6973684210526315,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.75,0.7368421052631579,0.7368421052631579,0.7368421052631579,-0.006578947368421129,0.0026315789473685403,0.004385964912280826,0.013157894736842146,0.013157894736842146,0.013157894736842146
KNN-20,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_duloxetine,0.37333333333333335,,0.7466666666666667,0.52,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0
