Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8888888888888888,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.0010288065843621075,1.1102230246251565e-16,0.0,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.7708333333333334,0.7685185185185185,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8425925925925926,0.8888888888888888,-0.03292181069958844,-0.0092592592592593,-0.015432098765432056,0.0,0.0,0.0
SVM,LEARNING,rest_v_task,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.0002572016460904436,1.1102230246251565e-16,0.0,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8078703703703703,0.8078703703703703,0.7824074074074074,0.7962962962962963,0.5856481481481481,0.7800925925925926,0.8888888888888888,0.8125,0.8101851851851852,0.8888888888888888,-0.10313786008230441,-0.11342592592592582,-0.05169753086419748,0.0,0.0,0.0
KNN-2,LEARNING,rest_v_task,0.7384259259259259,0.7453703703703703,0.7152777777777778,0.7060185185185185,0.5486111111111112,0.7314814814814815,0.8888888888888888,0.7314814814814815,0.7430555555555556,0.8888888888888888,-0.16126543209876543,-0.1601851851851852,-0.10108024691358031,0.0,0.0,0.0
KNN-3,LEARNING,rest_v_task,0.8703703703703703,0.8703703703703703,0.8587962962962963,0.8634259259259259,0.8171296296296297,0.8032407407407407,0.8888888888888888,0.8657407407407407,0.8703703703703703,0.8888888888888888,-0.03240740740740744,-0.03981481481481475,-0.01388888888888884,0.0,0.0,0.0
KNN-4,LEARNING,rest_v_task,0.8564814814814815,0.8587962962962963,0.8425925925925926,0.8495370370370371,0.8101851851851852,0.7777777777777778,0.8888888888888888,0.8310185185185185,0.8564814814814815,0.8888888888888888,-0.04758230452674894,-0.05601851851851847,-0.03009259259259256,0.0,0.0,0.0
KNN-5,LEARNING,rest_v_task,0.8912037037037037,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8680555555555556,0.8796296296296297,0.8888888888888888,0.8819444444444444,0.8796296296296297,0.8888888888888888,-0.00694444444444442,-0.0092592592592593,-0.005401234567901203,0.0023148148148148806,0.0,0.0
KNN-6,LEARNING,rest_v_task,0.8888888888888888,0.875,0.8842592592592593,0.8796296296296297,0.8657407407407407,0.875,0.1111111111111111,0.8726851851851852,0.8726851851851852,0.8888888888888888,-0.09722222222222221,-0.1694444444444444,-0.2700617283950617,0.0,-0.01388888888888884,-0.01620370370370361
KNN-7,LEARNING,rest_v_task,0.8912037037037037,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8773148148148148,0.1111111111111111,0.8865740740740741,0.8888888888888888,0.8888888888888888,-0.09027777777777768,-0.16203703703703698,-0.26003086419753085,0.0023148148148148806,0.0,0.0
