Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8425925925925926,0.8194444444444444,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8865740740740741,0.8888888888888888,-0.01337448559670773,-0.0004629629629628873,-0.0007716049382716639,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.8009259259259259,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8379629629629629,0.8888888888888888,-0.016975308641975273,-0.012037037037036957,-0.020061728395061706,0.0,0.0,0.0
SVM,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8148148148148148,0.7731481481481481,0.8101851851851852,0.8032407407407407,0.8240740740740741,0.7893518518518519,0.8796296296296297,0.8078703703703703,0.8333333333333334,0.8888888888888888,-0.07381687242798352,-0.06203703703703689,-0.04861111111111105,-0.00925925925925919,-0.00925925925925919,-0.00925925925925919
KNN-2,LEARNING,rest_v_task,0.7222222222222222,0.7175925925925926,0.7546296296296297,0.7175925925925926,0.7986111111111112,0.6504629629629629,0.8726851851851852,0.7222222222222222,0.7824074074074074,0.8888888888888888,-0.1401748971193415,-0.12361111111111112,-0.09645061728395055,-0.01620370370370361,-0.01620370370370361,-0.01620370370370361
KNN-3,LEARNING,rest_v_task,0.8726851851851852,0.8657407407407407,0.8703703703703703,0.875,0.8796296296296297,0.8796296296296297,0.875,0.8657407407407407,0.8703703703703703,0.8888888888888888,-0.01620370370370372,-0.014814814814814836,-0.01851851851851849,-0.00925925925925919,-0.00925925925925919,-0.01388888888888884
KNN-4,LEARNING,rest_v_task,0.8425925925925926,0.8379629629629629,0.8402777777777778,0.8425925925925926,0.7962962962962963,0.8865740740740741,0.8726851851851852,0.8541666666666666,0.8449074074074074,0.8888888888888888,-0.042438271604938294,-0.037962962962962865,-0.031635802469135665,-0.0023148148148147696,-0.0023148148148147696,-0.01620370370370361
KNN-5,LEARNING,rest_v_task,0.8888888888888888,0.8773148148148148,0.8865740740740741,0.8888888888888888,0.8773148148148148,0.8935185185185185,0.8773148148148148,0.8703703703703703,0.8773148148148148,0.8888888888888888,-0.00694444444444442,-0.009722222222222188,-0.01388888888888884,0.00462962962962965,0.00462962962962965,-0.01157407407407407
KNN-6,LEARNING,rest_v_task,0.8865740740740741,0.8634259259259259,0.8796296296296297,0.8842592592592593,0.8009259259259259,0.8796296296296297,0.1527777777777778,0.8611111111111112,0.8587962962962963,0.8888888888888888,-0.10365226337448552,-0.1782407407407407,-0.2646604938271605,-0.0023148148148147696,-0.00925925925925919,-0.02777777777777768
KNN-7,LEARNING,rest_v_task,0.8888888888888888,0.8796296296296297,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.875,0.07407407407407407,0.8796296296296297,0.8819444444444444,0.8888888888888888,-0.09542181069958833,-0.1689814814814814,-0.2770061728395061,0.0,0.0,-0.00694444444444442
KNN-8,LEARNING,rest_v_task,0.8865740740740741,0.875,0.8819444444444444,0.8842592592592593,0.8657407407407407,0.8726851851851852,0.06712962962962964,0.8773148148148148,0.8703703703703703,0.8888888888888888,-0.10210905349794241,-0.1782407407407407,-0.28395061728395055,-0.0023148148148147696,-0.01157407407407407,-0.01157407407407407
KNN-9,LEARNING,rest_v_task,0.8888888888888888,0.8865740740740741,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.8842592592592593,0.8865740740740741,0.8842592592592593,0.8888888888888888,-0.0023148148148147696,-0.0032407407407407662,-0.0038580246913579863,0.0,0.0,-0.0023148148148147696
KNN-10,LEARNING,rest_v_task,0.8888888888888888,0.8865740740740741,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.8842592592592593,0.8842592592592593,0.8842592592592593,0.8888888888888888,-0.002829218106995768,-0.0037037037037035425,-0.00462962962962965,0.0,0.0,-0.004629629629629539
KNN-20,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_nopain,0.5526315789473685,,0.7368421052631579,0.6052631578947368,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.7368421052631579,-0.042763157894736836,-0.0052631578947367474,-0.00877192982456143,0.0,0.0,0.0
LDA,OSTEO,allpain_v_nopain,0.4868421052631579,,0.7368421052631579,0.618421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.5131578947368421,0.7368421052631579,-0.07565789473684204,-0.047368421052631615,-0.07894736842105254,0.0,0.0,0.0
SVM,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,-0.003289473684210509,-0.0052631578947367474,0.0,0.0,0.0,0.0
