Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8078703703703703,0.8148148148148148,0.8888888888888888,0.8819444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.01800411522633749,1.1102230246251565e-16,0.0,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.7708333333333334,0.7824074074074074,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8842592592592593,0.8657407407407407,0.8263888888888888,0.8888888888888888,-0.03626543209876543,-0.018055555555555602,-0.03009259259259256,0.0,0.0,-0.004629629629629539
SVM,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8101851851851852,0.8263888888888888,0.7824074074074074,0.8148148148148148,0.5879629629629629,0.7800925925925926,0.8865740740740741,0.8101851851851852,0.7847222222222222,0.8888888888888888,-0.10185185185185186,-0.11898148148148147,-0.061728395061728336,-0.0023148148148147696,-0.0023148148148147696,-0.0023148148148147696
KNN-2,LEARNING,rest_v_task,0.7245370370370371,0.7893518518518519,0.7152777777777778,0.7199074074074074,0.5486111111111112,0.7314814814814815,0.8842592592592593,0.7361111111111112,0.7268518518518519,0.8888888888888888,-0.158179012345679,-0.16342592592592586,-0.1064814814814814,-0.004629629629629539,-0.004629629629629539,-0.004629629629629539
KNN-3,LEARNING,rest_v_task,0.8680555555555556,0.8796296296296297,0.8587962962962963,0.8657407407407407,0.8171296296296297,0.8032407407407407,0.8888888888888888,0.8587962962962963,0.8587962962962963,0.8888888888888888,-0.03343621399176944,-0.04351851851851862,-0.020061728395061706,0.0,0.0,0.0
KNN-4,LEARNING,rest_v_task,0.8541666666666666,0.8518518518518519,0.8425925925925926,0.8495370370370371,0.8101851851851852,0.7777777777777778,0.8888888888888888,0.8402777777777778,0.8587962962962963,0.8888888888888888,-0.04732510288065839,-0.0537037037037037,-0.026234567901234573,0.0,0.0,0.0
KNN-5,LEARNING,rest_v_task,0.8888888888888888,0.8842592592592593,0.8888888888888888,0.8865740740740741,0.8680555555555556,0.8796296296296297,0.8888888888888888,0.8819444444444444,0.8819444444444444,0.8888888888888888,-0.005658436213991758,-0.008796296296296302,-0.00462962962962965,0.0,0.0,0.0
KNN-6,LEARNING,rest_v_task,0.8865740740740741,0.8773148148148148,0.8842592592592593,0.8865740740740741,0.8657407407407407,0.875,0.13194444444444445,0.8726851851851852,0.8773148148148148,0.8888888888888888,-0.09362139917695467,-0.16435185185185186,-0.26157407407407396,-0.0023148148148147696,-0.01157407407407407,-0.01157407407407407
KNN-7,LEARNING,rest_v_task,0.8888888888888888,0.8819444444444444,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8773148148148148,0.13194444444444445,0.8865740740740741,0.8842592592592593,0.8888888888888888,-0.08899176954732502,-0.15879629629629632,-0.25462962962962954,0.0,-0.0023148148148147696,-0.0023148148148147696
KNN-8,LEARNING,rest_v_task,0.8865740740740741,0.8796296296296297,0.8888888888888888,0.8888888888888888,0.8634259259259259,0.8773148148148148,0.12731481481481485,0.875,0.8842592592592593,0.8888888888888888,-0.09207818930041156,-0.16342592592592586,-0.26003086419753074,0.0,-0.004629629629629539,-0.004629629629629539
KNN-9,LEARNING,rest_v_task,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8773148148148148,0.12731481481481485,0.8865740740740741,0.8865740740740741,0.8888888888888888,-0.08667695473251025,-0.15555555555555556,-0.2554012345679012,0.0,0.0,-0.0023148148148147696
KNN-10,LEARNING,rest_v_task,0.8865740740740741,0.8842592592592593,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8773148148148148,0.12731481481481485,0.8819444444444444,0.8865740740740741,0.8888888888888888,-0.08770576131687235,-0.15648148148148144,-0.2569444444444443,0.0,0.0,-0.0023148148148147696
KNN-20,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.11574074074074076,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.0859053497942387,-0.15462962962962956,-0.2577160493827161,0.0,0.0,0.0
