Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
Logistic Regression,LEARNING,rest_v_task,0.8078703703703703,0.8194444444444444,0.8888888888888888,0.8819444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.017489711934156382,1.1102230246251565e-16,0.0,0.0,0.0,0.0
LDA,LEARNING,rest_v_task,0.7708333333333334,0.7662037037037037,0.8888888888888888,0.8773148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8796296296296297,0.8541666666666666,0.8888888888888888,-0.03292181069958833,-0.008796296296296302,-0.014660493827160503,0.0,0.0,0.0
SVM,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
KNN-1,LEARNING,rest_v_task,0.8101851851851852,0.7939814814814815,0.7824074074074074,0.8148148148148148,0.5879629629629629,0.7800925925925926,0.8611111111111112,0.7731481481481481,0.7939814814814815,0.8888888888888888,-0.11136831275720149,-0.12962962962962954,-0.07947530864197516,-0.02777777777777768,-0.02777777777777768,-0.02777777777777768
KNN-2,LEARNING,rest_v_task,0.7245370370370371,0.7245370370370371,0.7152777777777778,0.7199074074074074,0.5486111111111112,0.7314814814814815,0.8541666666666666,0.7129629629629629,0.7175925925925926,0.8888888888888888,-0.1723251028806584,-0.17592592592592593,-0.12731481481481477,-0.03472222222222221,-0.03472222222222221,-0.03472222222222221
KNN-3,LEARNING,rest_v_task,0.8680555555555556,0.8703703703703703,0.8587962962962963,0.8657407407407407,0.8171296296296297,0.8032407407407407,0.8888888888888888,0.8472222222222222,0.8587962962962963,0.8888888888888888,-0.03575102880658432,-0.04583333333333328,-0.023919753086419693,0.0,0.0,0.0
KNN-4,LEARNING,rest_v_task,0.8541666666666666,0.8564814814814815,0.8425925925925926,0.8495370370370371,0.8101851851851852,0.7777777777777778,0.8888888888888888,0.8194444444444444,0.8287037037037037,0.8888888888888888,-0.052469135802469036,-0.06388888888888888,-0.043209876543209735,0.0,0.0,0.0
KNN-5,LEARNING,rest_v_task,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8865740740740741,0.8680555555555556,0.8796296296296297,0.8888888888888888,0.8796296296296297,0.8819444444444444,0.8888888888888888,-0.005658436213991647,-0.0092592592592593,-0.005401234567901203,0.0,0.0,0.0
KNN-6,LEARNING,rest_v_task,0.8865740740740741,0.8842592592592593,0.8842592592592593,0.8865740740740741,0.8657407407407407,0.875,0.8888888888888888,0.8703703703703703,0.8796296296296297,0.8888888888888888,-0.00874485596707808,-0.012962962962962843,-0.00925925925925919,0.0,0.0,0.0
KNN-7,LEARNING,rest_v_task,0.8888888888888888,0.8865740740740741,0.8888888888888888,0.8888888888888888,0.8703703703703703,0.8773148148148148,0.8888888888888888,0.8819444444444444,0.8888888888888888,0.8888888888888888,-0.004372427983539207,-0.007407407407407529,-0.0023148148148147696,0.0,0.0,0.0
